news_path,Original_or_LLM,class,setType
train-true-orig/2922.txt,original,0,train
train-fake-LLM/859.txt,LLM,1,train
train-fake-LLM/1264.txt,LLM,1,train
train-true-orig/223.txt,original,0,train
train-fake-LLM/3060.txt,LLM,1,train
train-fake-LLM/915.txt,LLM,1,train
train-true-orig/3201.txt,original,0,train
train-true-orig/1747.txt,original,0,train
train-fake-LLM/2334.txt,LLM,1,train
train-true-orig/3270.txt,original,0,train
train-fake-LLM/2339.txt,LLM,1,train
train-true-orig/1581.txt,original,0,train
train-fake-LLM/1086.txt,LLM,1,train
train-true-orig/2342.txt,original,0,train
train-fake-LLM/3469.txt,LLM,1,train
train-true-orig/2403.txt,original,0,train
train-fake-LLM/2322.txt,LLM,1,train
train-true-orig/901.txt,original,0,train
train-true-orig/642.txt,original,0,train
train-true-orig/1285.txt,original,0,train
train-true-orig/1938.txt,original,0,train
train-true-orig/1459.txt,original,0,train
train-true-orig/3583.txt,original,0,train
train-true-orig/2100.txt,original,0,train
train-true-orig/327.txt,original,0,train
train-true-orig/2547.txt,original,0,train
train-fake-LLM/2635.txt,LLM,1,train
train-fake-LLM/3345.txt,LLM,1,train
train-fake-LLM/2707.txt,LLM,1,train
train-fake-LLM/1067.txt,LLM,1,train
train-true-orig/334.txt,original,0,train
train-true-orig/730.txt,original,0,train
train-true-orig/2717.txt,original,0,train
train-true-orig/3355.txt,original,0,train
train-true-orig/1759.txt,original,0,train
train-fake-LLM/2572.txt,LLM,1,train
train-true-orig/3271.txt,original,0,train
train-true-orig/2568.txt,original,0,train
train-true-orig/1782.txt,original,0,train
train-fake-LLM/2496.txt,LLM,1,train
train-true-orig/2652.txt,original,0,train
train-fake-LLM/3362.txt,LLM,1,train
train-true-orig/987.txt,original,0,train
train-true-orig/2773.txt,original,0,train
train-fake-LLM/613.txt,LLM,1,train
train-fake-LLM/3397.txt,LLM,1,train
train-fake-LLM/3185.txt,LLM,1,train
train-true-orig/1327.txt,original,0,train
train-fake-LLM/1066.txt,LLM,1,train
train-true-orig/2583.txt,original,0,train
train-fake-LLM/3069.txt,LLM,1,train
train-fake-LLM/2476.txt,LLM,1,train
train-fake-LLM/941.txt,LLM,1,train
train-fake-LLM/903.txt,LLM,1,train
train-true-orig/2167.txt,original,0,train
train-fake-LLM/1004.txt,LLM,1,train
train-true-orig/2980.txt,original,0,train
train-fake-LLM/2706.txt,LLM,1,train
train-true-orig/3417.txt,original,0,train
train-true-orig/877.txt,original,0,train
train-true-orig/3296.txt,original,0,train
train-true-orig/3554.txt,original,0,train
train-true-orig/409.txt,original,0,train
train-true-orig/2263.txt,original,0,train
train-true-orig/1521.txt,original,0,train
train-true-orig/3479.txt,original,0,train
train-true-orig/3058.txt,original,0,train
train-fake-LLM/636.txt,LLM,1,train
train-fake-LLM/2883.txt,LLM,1,train
train-true-orig/860.txt,original,0,train
train-fake-LLM/3422.txt,LLM,1,train
train-true-orig/28.txt,original,0,train
train-true-orig/3144.txt,original,0,train
train-true-orig/1732.txt,original,0,train
train-fake-LLM/3270.txt,LLM,1,train
train-true-orig/971.txt,original,0,train
train-true-orig/2394.txt,original,0,train
train-fake-LLM/519.txt,LLM,1,train
train-true-orig/2148.txt,original,0,train
train-fake-LLM/2063.txt,LLM,1,train
train-fake-LLM/2732.txt,LLM,1,train
train-true-orig/2690.txt,original,0,train
train-fake-LLM/1527.txt,LLM,1,train
train-true-orig/984.txt,original,0,train
train-fake-LLM/1692.txt,LLM,1,train
train-true-orig/2870.txt,original,0,train
train-fake-LLM/2653.txt,LLM,1,train
train-true-orig/1753.txt,original,0,train
train-true-orig/408.txt,original,0,train
train-true-orig/3140.txt,original,0,train
train-true-orig/407.txt,original,0,train
train-fake-LLM/982.txt,LLM,1,train
train-fake-LLM/1715.txt,LLM,1,train
train-fake-LLM/1173.txt,LLM,1,train
train-fake-LLM/2501.txt,LLM,1,train
train-fake-LLM/81.txt,LLM,1,train
train-fake-LLM/2184.txt,LLM,1,train
train-true-orig/399.txt,original,0,train
train-true-orig/2850.txt,original,0,train
train-true-orig/1268.txt,original,0,train
train-true-orig/2168.txt,original,0,train
train-fake-LLM/3037.txt,LLM,1,train
train-fake-LLM/1209.txt,LLM,1,train
train-fake-LLM/930.txt,LLM,1,train
train-fake-LLM/3389.txt,LLM,1,train
train-fake-LLM/689.txt,LLM,1,train
train-true-orig/2114.txt,original,0,train
train-true-orig/910.txt,original,0,train
train-fake-LLM/593.txt,LLM,1,train
train-fake-LLM/2477.txt,LLM,1,train
train-fake-LLM/2609.txt,LLM,1,train
train-fake-LLM/2222.txt,LLM,1,train
train-true-orig/1424.txt,original,0,train
train-fake-LLM/749.txt,LLM,1,train
train-true-orig/1410.txt,original,0,train
train-fake-LLM/961.txt,LLM,1,train
train-true-orig/552.txt,original,0,train
train-true-orig/3599.txt,original,0,train
train-true-orig/588.txt,original,0,train
train-true-orig/2659.txt,original,0,train
train-true-orig/1144.txt,original,0,train
train-true-orig/1017.txt,original,0,train
train-true-orig/3124.txt,original,0,train
train-true-orig/3173.txt,original,0,train
train-true-orig/220.txt,original,0,train
train-true-orig/1173.txt,original,0,train
train-fake-LLM/2532.txt,LLM,1,train
train-true-orig/1261.txt,original,0,train
train-fake-LLM/2238.txt,LLM,1,train
train-fake-LLM/35.txt,LLM,1,train
train-fake-LLM/2748.txt,LLM,1,train
train-true-orig/353.txt,original,0,train
train-fake-LLM/283.txt,LLM,1,train
train-fake-LLM/3439.txt,LLM,1,train
train-fake-LLM/2779.txt,LLM,1,train
train-true-orig/1324.txt,original,0,train
train-fake-LLM/856.txt,LLM,1,train
train-true-orig/1726.txt,original,0,train
train-true-orig/203.txt,original,0,train
train-true-orig/2447.txt,original,0,train
train-true-orig/280.txt,original,0,train
train-fake-LLM/2269.txt,LLM,1,train
train-fake-LLM/806.txt,LLM,1,train
train-true-orig/3561.txt,original,0,train
train-fake-LLM/3145.txt,LLM,1,train
train-true-orig/2929.txt,original,0,train
train-true-orig/586.txt,original,0,train
train-true-orig/1301.txt,original,0,train
train-true-orig/1074.txt,original,0,train
train-true-orig/393.txt,original,0,train
train-fake-LLM/2812.txt,LLM,1,train
train-true-orig/2292.txt,original,0,train
train-true-orig/651.txt,original,0,train
train-fake-LLM/2309.txt,LLM,1,train
train-true-orig/414.txt,original,0,train
train-fake-LLM/3213.txt,LLM,1,train
train-fake-LLM/3219.txt,LLM,1,train
train-true-orig/1500.txt,original,0,train
train-true-orig/1092.txt,original,0,train
train-true-orig/3502.txt,original,0,train
train-true-orig/517.txt,original,0,train
train-true-orig/1350.txt,original,0,train
train-true-orig/1927.txt,original,0,train
train-fake-LLM/3309.txt,LLM,1,train
train-true-orig/3228.txt,original,0,train
train-fake-LLM/1615.txt,LLM,1,train
train-true-orig/1409.txt,original,0,train
train-fake-LLM/2688.txt,LLM,1,train
train-true-orig/2562.txt,original,0,train
train-fake-LLM/499.txt,LLM,1,train
train-fake-LLM/1154.txt,LLM,1,train
train-true-orig/3003.txt,original,0,train
train-fake-LLM/757.txt,LLM,1,train
train-true-orig/2249.txt,original,0,train
train-fake-LLM/1320.txt,LLM,1,train
train-true-orig/2831.txt,original,0,train
train-fake-LLM/1924.txt,LLM,1,train
train-true-orig/3412.txt,original,0,train
train-fake-LLM/2190.txt,LLM,1,train
train-fake-LLM/929.txt,LLM,1,train
train-true-orig/427.txt,original,0,train
train-fake-LLM/1031.txt,LLM,1,train
train-true-orig/1066.txt,original,0,train
train-true-orig/17.txt,original,0,train
train-fake-LLM/1025.txt,LLM,1,train
train-true-orig/847.txt,original,0,train
train-true-orig/3091.txt,original,0,train
train-fake-LLM/155.txt,LLM,1,train
train-true-orig/2493.txt,original,0,train
train-true-orig/37.txt,original,0,train
train-fake-LLM/2949.txt,LLM,1,train
train-fake-LLM/1784.txt,LLM,1,train
train-fake-LLM/2104.txt,LLM,1,train
train-true-orig/3021.txt,original,0,train
train-true-orig/690.txt,original,0,train
train-fake-LLM/3431.txt,LLM,1,train
train-fake-LLM/2789.txt,LLM,1,train
train-true-orig/2830.txt,original,0,train
train-fake-LLM/709.txt,LLM,1,train
train-true-orig/2224.txt,original,0,train
train-fake-LLM/2502.txt,LLM,1,train
train-fake-LLM/3014.txt,LLM,1,train
train-fake-LLM/3385.txt,LLM,1,train
train-fake-LLM/1402.txt,LLM,1,train
train-fake-LLM/2898.txt,LLM,1,train
train-fake-LLM/2181.txt,LLM,1,train
train-true-orig/373.txt,original,0,train
train-fake-LLM/1064.txt,LLM,1,train
train-true-orig/2693.txt,original,0,train
train-fake-LLM/1043.txt,LLM,1,train
train-true-orig/1952.txt,original,0,train
train-fake-LLM/2850.txt,LLM,1,train
train-fake-LLM/1182.txt,LLM,1,train
train-true-orig/799.txt,original,0,train
train-fake-LLM/1080.txt,LLM,1,train
train-fake-LLM/3452.txt,LLM,1,train
train-fake-LLM/3594.txt,LLM,1,train
train-true-orig/2332.txt,original,0,train
train-fake-LLM/3011.txt,LLM,1,train
train-fake-LLM/1165.txt,LLM,1,train
train-fake-LLM/1460.txt,LLM,1,train
train-true-orig/1466.txt,original,0,train
train-true-orig/3233.txt,original,0,train
train-fake-LLM/894.txt,LLM,1,train
train-true-orig/2016.txt,original,0,train
train-fake-LLM/1076.txt,LLM,1,train
train-true-orig/3344.txt,original,0,train
train-true-orig/78.txt,original,0,train
train-fake-LLM/946.txt,LLM,1,train
train-fake-LLM/2327.txt,LLM,1,train
train-true-orig/1523.txt,original,0,train
train-true-orig/210.txt,original,0,train
train-true-orig/2038.txt,original,0,train
train-true-orig/3006.txt,original,0,train
train-fake-LLM/2438.txt,LLM,1,train
train-fake-LLM/1707.txt,LLM,1,train
train-true-orig/1262.txt,original,0,train
train-fake-LLM/701.txt,LLM,1,train
train-fake-LLM/3548.txt,LLM,1,train
train-fake-LLM/3305.txt,LLM,1,train
train-fake-LLM/950.txt,LLM,1,train
train-fake-LLM/125.txt,LLM,1,train
train-true-orig/2895.txt,original,0,train
train-fake-LLM/585.txt,LLM,1,train
train-fake-LLM/2358.txt,LLM,1,train
train-fake-LLM/1543.txt,LLM,1,train
train-fake-LLM/1800.txt,LLM,1,train
train-true-orig/1626.txt,original,0,train
train-true-orig/2853.txt,original,0,train
train-fake-LLM/2778.txt,LLM,1,train
train-fake-LLM/489.txt,LLM,1,train
train-fake-LLM/2107.txt,LLM,1,train
train-fake-LLM/2158.txt,LLM,1,train
train-fake-LLM/304.txt,LLM,1,train
train-true-orig/3096.txt,original,0,train
train-true-orig/1326.txt,original,0,train
train-true-orig/2553.txt,original,0,train
train-true-orig/808.txt,original,0,train
train-true-orig/804.txt,original,0,train
train-fake-LLM/87.txt,LLM,1,train
train-true-orig/658.txt,original,0,train
train-true-orig/1260.txt,original,0,train
train-true-orig/460.txt,original,0,train
train-fake-LLM/1570.txt,LLM,1,train
train-fake-LLM/2367.txt,LLM,1,train
train-fake-LLM/1098.txt,LLM,1,train
train-fake-LLM/204.txt,LLM,1,train
train-true-orig/1867.txt,original,0,train
train-true-orig/43.txt,original,0,train
train-true-orig/2674.txt,original,0,train
train-fake-LLM/2272.txt,LLM,1,train
train-fake-LLM/3025.txt,LLM,1,train
train-fake-LLM/1562.txt,LLM,1,train
train-true-orig/2881.txt,original,0,train
train-true-orig/3543.txt,original,0,train
train-fake-LLM/1221.txt,LLM,1,train
train-true-orig/345.txt,original,0,train
train-true-orig/1743.txt,original,0,train
train-true-orig/116.txt,original,0,train
train-true-orig/176.txt,original,0,train
train-fake-LLM/274.txt,LLM,1,train
train-fake-LLM/901.txt,LLM,1,train
train-true-orig/1002.txt,original,0,train
train-true-orig/2720.txt,original,0,train
train-true-orig/2730.txt,original,0,train
train-fake-LLM/3061.txt,LLM,1,train
train-fake-LLM/1908.txt,LLM,1,train
train-fake-LLM/2564.txt,LLM,1,train
train-fake-LLM/1431.txt,LLM,1,train
train-true-orig/3441.txt,original,0,train
train-fake-LLM/3339.txt,LLM,1,train
train-fake-LLM/2019.txt,LLM,1,train
train-fake-LLM/1768.txt,LLM,1,train
train-fake-LLM/2396.txt,LLM,1,train
train-fake-LLM/1017.txt,LLM,1,train
train-fake-LLM/784.txt,LLM,1,train
train-fake-LLM/3043.txt,LLM,1,train
train-true-orig/994.txt,original,0,train
train-true-orig/2402.txt,original,0,train
train-true-orig/1061.txt,original,0,train
train-fake-LLM/1687.txt,LLM,1,train
train-fake-LLM/150.txt,LLM,1,train
train-fake-LLM/1843.txt,LLM,1,train
train-true-orig/3086.txt,original,0,train
train-fake-LLM/1325.txt,LLM,1,train
train-fake-LLM/1876.txt,LLM,1,train
train-fake-LLM/914.txt,LLM,1,train
train-fake-LLM/3277.txt,LLM,1,train
train-true-orig/1284.txt,original,0,train
train-true-orig/412.txt,original,0,train
train-fake-LLM/2995.txt,LLM,1,train
train-fake-LLM/1121.txt,LLM,1,train
train-true-orig/2387.txt,original,0,train
train-true-orig/2965.txt,original,0,train
train-true-orig/3168.txt,original,0,train
train-true-orig/2610.txt,original,0,train
train-true-orig/1769.txt,original,0,train
train-fake-LLM/2903.txt,LLM,1,train
train-true-orig/2782.txt,original,0,train
train-fake-LLM/1379.txt,LLM,1,train
train-fake-LLM/2303.txt,LLM,1,train
train-fake-LLM/3563.txt,LLM,1,train
train-true-orig/2618.txt,original,0,train
train-fake-LLM/3107.txt,LLM,1,train
train-fake-LLM/349.txt,LLM,1,train
train-fake-LLM/215.txt,LLM,1,train
train-fake-LLM/3417.txt,LLM,1,train
train-true-orig/2152.txt,original,0,train
train-true-orig/710.txt,original,0,train
train-true-orig/1601.txt,original,0,train
train-true-orig/791.txt,original,0,train
train-true-orig/823.txt,original,0,train
train-true-orig/299.txt,original,0,train
train-true-orig/1695.txt,original,0,train
train-fake-LLM/2406.txt,LLM,1,train
train-fake-LLM/1196.txt,LLM,1,train
train-true-orig/1675.txt,original,0,train
train-fake-LLM/2484.txt,LLM,1,train
train-fake-LLM/957.txt,LLM,1,train
train-true-orig/3288.txt,original,0,train
train-fake-LLM/3554.txt,LLM,1,train
train-true-orig/1192.txt,original,0,train
train-true-orig/1463.txt,original,0,train
train-fake-LLM/2161.txt,LLM,1,train
train-true-orig/1104.txt,original,0,train
train-true-orig/2432.txt,original,0,train
train-true-orig/2184.txt,original,0,train
train-fake-LLM/3519.txt,LLM,1,train
train-true-orig/2173.txt,original,0,train
train-fake-LLM/3379.txt,LLM,1,train
train-true-orig/2947.txt,original,0,train
train-fake-LLM/1327.txt,LLM,1,train
train-fake-LLM/1041.txt,LLM,1,train
train-true-orig/3066.txt,original,0,train
train-fake-LLM/1646.txt,LLM,1,train
train-fake-LLM/3527.txt,LLM,1,train
train-true-orig/1405.txt,original,0,train
train-fake-LLM/404.txt,LLM,1,train
train-fake-LLM/303.txt,LLM,1,train
train-fake-LLM/1317.txt,LLM,1,train
train-fake-LLM/968.txt,LLM,1,train
train-true-orig/1648.txt,original,0,train
train-true-orig/3525.txt,original,0,train
train-true-orig/2905.txt,original,0,train
train-fake-LLM/2891.txt,LLM,1,train
train-fake-LLM/3228.txt,LLM,1,train
train-fake-LLM/738.txt,LLM,1,train
train-true-orig/261.txt,original,0,train
train-fake-LLM/2924.txt,LLM,1,train
train-true-orig/1894.txt,original,0,train
train-fake-LLM/153.txt,LLM,1,train
train-fake-LLM/764.txt,LLM,1,train
train-fake-LLM/2935.txt,LLM,1,train
train-true-orig/206.txt,original,0,train
train-true-orig/381.txt,original,0,train
train-true-orig/2364.txt,original,0,train
train-fake-LLM/408.txt,LLM,1,train
train-true-orig/976.txt,original,0,train
train-fake-LLM/1905.txt,LLM,1,train
train-fake-LLM/630.txt,LLM,1,train
train-fake-LLM/456.txt,LLM,1,train
train-true-orig/1630.txt,original,0,train
train-fake-LLM/240.txt,LLM,1,train
train-true-orig/154.txt,original,0,train
train-fake-LLM/40.txt,LLM,1,train
train-fake-LLM/1389.txt,LLM,1,train
train-true-orig/2283.txt,original,0,train
train-fake-LLM/3354.txt,LLM,1,train
train-true-orig/2088.txt,original,0,train
train-true-orig/313.txt,original,0,train
train-fake-LLM/3432.txt,LLM,1,train
train-fake-LLM/1471.txt,LLM,1,train
train-true-orig/2408.txt,original,0,train
train-fake-LLM/112.txt,LLM,1,train
train-fake-LLM/481.txt,LLM,1,train
train-true-orig/874.txt,original,0,train
train-true-orig/868.txt,original,0,train
train-fake-LLM/3393.txt,LLM,1,train
train-fake-LLM/825.txt,LLM,1,train
train-fake-LLM/3222.txt,LLM,1,train
train-fake-LLM/501.txt,LLM,1,train
train-true-orig/3206.txt,original,0,train
train-true-orig/40.txt,original,0,train
train-true-orig/871.txt,original,0,train
train-true-orig/109.txt,original,0,train
train-fake-LLM/2977.txt,LLM,1,train
train-true-orig/3267.txt,original,0,train
train-fake-LLM/1642.txt,LLM,1,train
train-true-orig/380.txt,original,0,train
train-fake-LLM/3497.txt,LLM,1,train
train-fake-LLM/2473.txt,LLM,1,train
train-fake-LLM/1742.txt,LLM,1,train
train-true-orig/2298.txt,original,0,train
train-true-orig/2943.txt,original,0,train
train-fake-LLM/807.txt,LLM,1,train
train-true-orig/816.txt,original,0,train
train-true-orig/3437.txt,original,0,train
train-true-orig/359.txt,original,0,train
train-fake-LLM/2887.txt,LLM,1,train
train-fake-LLM/2176.txt,LLM,1,train
train-true-orig/752.txt,original,0,train
train-fake-LLM/3256.txt,LLM,1,train
train-fake-LLM/2839.txt,LLM,1,train
train-fake-LLM/2983.txt,LLM,1,train
train-true-orig/2651.txt,original,0,train
train-fake-LLM/1552.txt,LLM,1,train
train-true-orig/3275.txt,original,0,train
train-true-orig/1981.txt,original,0,train
train-fake-LLM/2911.txt,LLM,1,train
train-fake-LLM/1113.txt,LLM,1,train
train-fake-LLM/939.txt,LLM,1,train
train-true-orig/2191.txt,original,0,train
train-fake-LLM/365.txt,LLM,1,train
train-fake-LLM/175.txt,LLM,1,train
train-true-orig/2122.txt,original,0,train
train-true-orig/98.txt,original,0,train
train-fake-LLM/827.txt,LLM,1,train
train-fake-LLM/3114.txt,LLM,1,train
train-fake-LLM/3557.txt,LLM,1,train
train-true-orig/997.txt,original,0,train
train-fake-LLM/2784.txt,LLM,1,train
train-fake-LLM/2443.txt,LLM,1,train
train-true-orig/3181.txt,original,0,train
train-true-orig/806.txt,original,0,train
train-true-orig/3431.txt,original,0,train
train-fake-LLM/791.txt,LLM,1,train
train-fake-LLM/1330.txt,LLM,1,train
train-fake-LLM/2124.txt,LLM,1,train
train-true-orig/950.txt,original,0,train
train-true-orig/2150.txt,original,0,train
train-fake-LLM/1074.txt,LLM,1,train
train-true-orig/2054.txt,original,0,train
train-fake-LLM/28.txt,LLM,1,train
train-fake-LLM/1195.txt,LLM,1,train
train-true-orig/22.txt,original,0,train
train-true-orig/1898.txt,original,0,train
train-fake-LLM/3051.txt,LLM,1,train
train-fake-LLM/3137.txt,LLM,1,train
train-true-orig/3352.txt,original,0,train
train-true-orig/1652.txt,original,0,train
train-true-orig/3540.txt,original,0,train
train-true-orig/1849.txt,original,0,train
train-fake-LLM/2194.txt,LLM,1,train
train-fake-LLM/1734.txt,LLM,1,train
train-fake-LLM/1053.txt,LLM,1,train
train-fake-LLM/379.txt,LLM,1,train
train-fake-LLM/3443.txt,LLM,1,train
train-fake-LLM/2000.txt,LLM,1,train
train-fake-LLM/855.txt,LLM,1,train
train-fake-LLM/2651.txt,LLM,1,train
train-true-orig/969.txt,original,0,train
train-true-orig/2528.txt,original,0,train
train-fake-LLM/1243.txt,LLM,1,train
train-fake-LLM/2204.txt,LLM,1,train
train-fake-LLM/2328.txt,LLM,1,train
train-true-orig/2740.txt,original,0,train
train-true-orig/1379.txt,original,0,train
train-true-orig/693.txt,original,0,train
train-true-orig/82.txt,original,0,train
train-fake-LLM/2968.txt,LLM,1,train
train-true-orig/3427.txt,original,0,train
train-true-orig/558.txt,original,0,train
train-true-orig/1381.txt,original,0,train
train-fake-LLM/1781.txt,LLM,1,train
train-fake-LLM/2252.txt,LLM,1,train
train-true-orig/1665.txt,original,0,train
train-true-orig/666.txt,original,0,train
train-fake-LLM/2411.txt,LLM,1,train
train-true-orig/1458.txt,original,0,train
train-true-orig/1729.txt,original,0,train
train-fake-LLM/1699.txt,LLM,1,train
train-fake-LLM/684.txt,LLM,1,train
train-true-orig/1918.txt,original,0,train
train-true-orig/1056.txt,original,0,train
train-true-orig/1487.txt,original,0,train
train-true-orig/3497.txt,original,0,train
train-fake-LLM/3136.txt,LLM,1,train
train-fake-LLM/1010.txt,LLM,1,train
train-true-orig/3519.txt,original,0,train
train-true-orig/1096.txt,original,0,train
train-fake-LLM/1271.txt,LLM,1,train
train-fake-LLM/3199.txt,LLM,1,train
train-true-orig/1682.txt,original,0,train
train-fake-LLM/673.txt,LLM,1,train
train-true-orig/884.txt,original,0,train
train-fake-LLM/2283.txt,LLM,1,train
train-fake-LLM/1481.txt,LLM,1,train
train-true-orig/2302.txt,original,0,train
train-true-orig/1813.txt,original,0,train
train-true-orig/2631.txt,original,0,train
train-true-orig/1196.txt,original,0,train
train-fake-LLM/307.txt,LLM,1,train
train-true-orig/2983.txt,original,0,train
train-true-orig/2538.txt,original,0,train
train-fake-LLM/928.txt,LLM,1,train
train-true-orig/303.txt,original,0,train
train-fake-LLM/890.txt,LLM,1,train
train-true-orig/3466.txt,original,0,train
train-true-orig/3274.txt,original,0,train
train-fake-LLM/320.txt,LLM,1,train
train-fake-LLM/2565.txt,LLM,1,train
train-true-orig/2876.txt,original,0,train
train-true-orig/198.txt,original,0,train
train-fake-LLM/1969.txt,LLM,1,train
train-fake-LLM/1766.txt,LLM,1,train
train-true-orig/2910.txt,original,0,train
train-true-orig/163.txt,original,0,train
train-true-orig/2948.txt,original,0,train
train-fake-LLM/2708.txt,LLM,1,train
train-true-orig/151.txt,original,0,train
train-fake-LLM/1112.txt,LLM,1,train
train-true-orig/1146.txt,original,0,train
train-fake-LLM/1374.txt,LLM,1,train
train-true-orig/3022.txt,original,0,train
train-true-orig/903.txt,original,0,train
train-fake-LLM/34.txt,LLM,1,train
train-true-orig/1182.txt,original,0,train
train-fake-LLM/2997.txt,LLM,1,train
train-fake-LLM/2659.txt,LLM,1,train
train-fake-LLM/2402.txt,LLM,1,train
train-fake-LLM/1970.txt,LLM,1,train
train-true-orig/1248.txt,original,0,train
train-fake-LLM/3278.txt,LLM,1,train
train-fake-LLM/1029.txt,LLM,1,train
train-fake-LLM/401.txt,LLM,1,train
train-true-orig/691.txt,original,0,train
train-true-orig/1678.txt,original,0,train
train-fake-LLM/268.txt,LLM,1,train
train-true-orig/1267.txt,original,0,train
train-true-orig/3011.txt,original,0,train
train-fake-LLM/2174.txt,LLM,1,train
train-fake-LLM/2369.txt,LLM,1,train
train-fake-LLM/3046.txt,LLM,1,train
train-fake-LLM/2163.txt,LLM,1,train
train-fake-LLM/1681.txt,LLM,1,train
train-fake-LLM/3324.txt,LLM,1,train
train-true-orig/2837.txt,original,0,train
train-fake-LLM/2393.txt,LLM,1,train
train-true-orig/554.txt,original,0,train
train-true-orig/3217.txt,original,0,train
train-fake-LLM/993.txt,LLM,1,train
